DOID,Disease_Name,Chemical_Name,Chemical_ID,Direct_Evidence,PubMed_IDs
DOID:1094,Hyperkinesis,Cinanserin,D002928,therapeutic,139615
DOID:11832,Seizures,Cinanserin,D002928,therapeutic,10764922|10773209|9085399
DOID:2321,Dyspepsia,cinitapride,C045316,therapeutic,1820589|19819042|8218764
DOID:8534,Gastroesophageal Reflux,cinitapride,C045316,therapeutic,1626164
DOID:10808,Stomach Ulcer,cinitapride,C045316,therapeutic,9211565|9562338
DOID:11260,Rabies,cinnabarin,C481268,therapeutic,14595589
DOID:1240,Leukemia,Cinnamates,D002934,therapeutic,22136251
DOID:1909,Melanoma,cinnamic acid,C029010,therapeutic,20685355
DOID:4195,Hyperglycemia,cinnamic aldehyde,C012843,therapeutic,20363216
DOID:1909,Melanoma,cinnamic aldehyde,C012843,therapeutic,19000754
DOID:9477,Pulmonary Embolism,cinnamic aldehyde,C012843,therapeutic,16626787
DOID:11832,Seizures,Cinnarizine,D002936,therapeutic,1242663
DOID:3426,Vestibular Diseases,Cinnarizine,D002936,therapeutic,15262457
DOID:1168,Hyperlipidemias,ciprofibrate,C019304,therapeutic,16226225
DOID:13810,Hyperlipoproteinemia Type II,ciprofibrate,C019304,therapeutic,2492189
DOID:8955,"Anemia, Sideroblastic",Ciprofloxacin,D002939,therapeutic,10688811
DOID:7427,Anthrax,Ciprofloxacin,D002939,therapeutic,20385868
DOID:2988,Antiphospholipid Syndrome,Ciprofloxacin,D002939,therapeutic,9485080
DOID:813,"Arthritis, Infectious",Ciprofloxacin,D002939,therapeutic,3555062
DOID:6132,"Bronchitis, Chronic",Ciprofloxacin,D002939,therapeutic,2941287
DOID:2671,"Carcinoma, Transitional Cell",Ciprofloxacin,D002939,therapeutic,10741713|15028437
DOID:3488,Cellulitis,Ciprofloxacin,D002939,therapeutic,18614979
DOID:8778,Crohn Disease,Ciprofloxacin,D002939,therapeutic,12399240|18319500
DOID:1485,Cystic Fibrosis,Ciprofloxacin,D002939,therapeutic,19747007|3555062
DOID:1679,Cystitis,Ciprofloxacin,D002939,therapeutic,17478598
DOID:7475,Diverticulitis,Ciprofloxacin,D002939,therapeutic,19101108
DOID:48,"Genital Diseases, Male",Ciprofloxacin,D002939,therapeutic,1836222
DOID:7551,Gonorrhea,Ciprofloxacin,D002939,therapeutic,9269606
DOID:615,Leukopenia,Ciprofloxacin,D002939,therapeutic,17846019
DOID:75,Lymphatic Diseases,Ciprofloxacin,D002939,therapeutic,9597260
DOID:12365,Malaria,Ciprofloxacin,D002939,therapeutic,7596948
DOID:9471,Meningitis,Ciprofloxacin,D002939,therapeutic,3578331
DOID:2755,Mycobacterium avium-intracellulare Infection,Ciprofloxacin,D002939,therapeutic,7949502
DOID:1227,Neutropenia,Ciprofloxacin,D002939,therapeutic,17846019
DOID:3342,Osteitis,Ciprofloxacin,D002939,therapeutic,8219437|9794604
DOID:1019,Osteomyelitis,Ciprofloxacin,D002939,therapeutic,1352007|17300586|3555062
DOID:10754,Otitis Media,Ciprofloxacin,D002939,therapeutic,12670280|19281725
DOID:8283,Peritonitis,Ciprofloxacin,D002939,therapeutic,7566587|7827199
DOID:874,"Pneumonia, Bacterial",Ciprofloxacin,D002939,therapeutic,16386810|17325906
DOID:11400,Pyelonephritis,Ciprofloxacin,D002939,therapeutic,21410941|2943665|8295423|8913458
DOID:9965,Toxoplasmosis,Ciprofloxacin,D002939,therapeutic,20186551
DOID:399,Tuberculosis,Ciprofloxacin,D002939,therapeutic,16933231
DOID:13258,Typhoid Fever,Ciprofloxacin,D002939,therapeutic,8427378
DOID:11054,Urinary Bladder Neoplasms,Ciprofloxacin,D002939,therapeutic,10741713|11832715|12632069|15028437
DOID:11476,Osteoporosis,"cis-1R-(4'-pyrrolidinoethoxyphenyl)-2S-phenyl-6-hydroxy-1,2,3,4-tetrahydronaphthalene, tartrate salt",C111332,therapeutic,22642258
DOID:121,Vaginal Diseases,"cis-1R-(4'-pyrrolidinoethoxyphenyl)-2S-phenyl-6-hydroxy-1,2,3,4-tetrahydronaphthalene, tartrate salt",C111332,therapeutic,16837883
DOID:9553,Adrenal Gland Diseases,Cisapride,D020117,therapeutic,12519861
DOID:2089,Constipation,Cisapride,D020117,therapeutic,11578711|9669632
DOID:1724,Duodenal Ulcer,Cisapride,D020117,therapeutic,11578711
DOID:2321,Dyspepsia,Cisapride,D020117,therapeutic,10604046|17070606
DOID:11914,Gastroparesis,Cisapride,D020117,therapeutic,11578711|15961989
DOID:10808,Stomach Ulcer,Cisapride,D020117,therapeutic,11578711
DOID:1094,Attention Deficit Disorder with Hyperactivity,Citalopram,D015283,therapeutic,12505824
DOID:12849,Autistic Disorder,Citalopram,D015283,therapeutic,18775368|19232924
DOID:1470,"Depressive Disorder, Major",Citalopram,D015283,therapeutic,10665628|11642480|12755660|14961937|15641882|15889961|16415720|17436092|17627739|17873697|8042916|8986013
DOID:1826,Epilepsy,Citalopram,D015283,therapeutic,20707986
DOID:3324,Mood Disorders,Citalopram,D015283,therapeutic,18240168|18344730
DOID:727,Premenstrual Syndrome,Citalopram,D015283,therapeutic,18344730
DOID:2055,"Stress Disorders, Post-Traumatic",Citalopram,D015283,therapeutic,21112465
DOID:1412,Bacteriuria,citrated nalidixic acid,C028959,therapeutic,3281205
DOID:1002,Endometritis,Citric Acid,D019343,therapeutic,1108409
DOID:11832,Seizures,citronellal,C108217,therapeutic,17976969
DOID:11832,Seizures,citronellol,C007078,therapeutic,17976969
DOID:1073,"Hypertension, Renal",CK 2018448,C568079,therapeutic,21784887
DOID:6132,Bronchitis,Clarithromycin,D017291,therapeutic,18794663|9788033|9819955
DOID:6132,"Bronchitis, Chronic",Clarithromycin,D017291,therapeutic,11720625
DOID:12375,Bronchopneumonia,Clarithromycin,D017291,therapeutic,10942753|9576415
DOID:1724,Duodenal Ulcer,Clarithromycin,D017291,therapeutic,17316343
DOID:850,Lung Diseases,Clarithromycin,D017291,therapeutic,21125536
DOID:75,Lymphatic Diseases,Clarithromycin,D017291,therapeutic,9597260
DOID:9538,Multiple Myeloma,Clarithromycin,D017291,therapeutic,20811702
DOID:10754,Otitis Media,Clarithromycin,D017291,therapeutic,11305469
DOID:750,Peptic Ulcer,Clarithromycin,D017291,therapeutic,10192720|11394734|11841141|14731313|9570262|9819955
DOID:874,"Pneumonia, Bacterial",Clarithromycin,D017291,therapeutic,16946100|9819955
DOID:3083,"Pulmonary Disease, Chronic Obstructive",Clarithromycin,D017291,therapeutic,9825040
DOID:8881,Rosacea,Clarithromycin,D017291,therapeutic,19207666
DOID:0050127,Sinusitis,Clarithromycin,D017291,therapeutic,12043957|8607519|9812131|9855324
DOID:2957,"Tuberculosis, Pulmonary",Clarithromycin,D017291,therapeutic,12357877
DOID:10459,Common Cold,Clemastine,D002974,therapeutic,6122135
DOID:4001,Ovarian epithelial cancer,Clemastine,D002974,therapeutic,12442916
DOID:1555,Urticaria,Clemastine,D002974,therapeutic,2569997
DOID:767,Muscular Atrophy,Clenbuterol,D002976,therapeutic,1351811
DOID:326,Ischemia,clentiazem,C056595,therapeutic,1472086
DOID:409,Liver Diseases,clentiazem,C056595,therapeutic,1472086
DOID:10763,Hypertension,clevidipine,C118563,therapeutic,17714030
DOID:2043,Hepatitis B,Clevudine,C034935,therapeutic,10353255|10418752|16152756
DOID:2043,"Hepatitis B, Chronic",Clevudine,C034935,therapeutic,19581770
DOID:8778,Crohn Disease,clidinium,C054940,therapeutic,18711101
DOID:8741,"Dermatitis, Seborrheic",climbazole,C108286,therapeutic,11534318|21272039
DOID:6543,Acne Vulgaris,Clindamycin,D002981,therapeutic,161830|16631957|18207456|18246693|20482689|21612319|6230999
DOID:682,Compartment Syndromes,Clindamycin,D002981,therapeutic,18606349
DOID:14067,"Malaria, Falciparum",Clindamycin,D002981,therapeutic,8202114
DOID:874,"Pneumonia, Bacterial",Clindamycin,D002981,therapeutic,17661075
DOID:14115,"Shock, Septic",Clindamycin,D002981,therapeutic,18053175
DOID:0050605,Acrodermatitis enteropathica,Clioquinol,D007464,therapeutic,230316|6460590
DOID:10652,Alzheimer Disease,Clioquinol,D007464,therapeutic,11185394|15681799|16648635|17308104
DOID:1612,Breast Neoplasms,Clioquinol,D007464,therapeutic,16280039
DOID:8577,"Colitis, Ulcerative",Clioquinol,D007464,therapeutic,4112337
DOID:13250,Diarrhea,Clioquinol,D007464,therapeutic,22627294|4105685|4258565
DOID:2321,Dyspepsia,Clioquinol,D007464,therapeutic,22627294
DOID:2326,Gastroenteritis,Clioquinol,D007464,therapeutic,4106924
DOID:2531,Hematologic Neoplasms,Clioquinol,D007464,therapeutic,18754030
DOID:4195,Hyperglycemia,Clioquinol,D007464,therapeutic,17434477
DOID:9119,"Leukemia, Myeloid, Acute",Clioquinol,D007464,therapeutic,18754030
DOID:2030,Anxiety Disorders,clobazam,C012255,therapeutic,10901839|6135690
DOID:3329,"Epilepsy, Rolandic",clobazam,C012255,therapeutic,19921623
DOID:7725,"Epilepsy, Tonic-Clonic",clobazam,C012255,therapeutic,2499680
DOID:9207,Myoclonus,clobazam,C012255,therapeutic,98317
DOID:11832,Seizures,clobazam,C012255,therapeutic,10783916|14636342|16180713|16938433|2917546|3208226|6807671|7475702|98317
DOID:2772,"Dermatitis, Irritant",Clobetasol,D002990,therapeutic,11851881
DOID:4409,Folliculitis,Clobetasol,D002990,therapeutic,1671328
DOID:9201,Lichen Planus,Clobetasol,D002990,therapeutic,15284791
DOID:121,Vaginal Diseases,Clobetasol,D002990,therapeutic,15284791
DOID:12306,Vitiligo,Clobetasol,D002990,therapeutic,9762827
DOID:2059,Vulvar Diseases,Clobetasol,D002990,therapeutic,15284791
DOID:3310,"Dermatitis, Atopic",clobetasone butyrate,C010893,therapeutic,6389385
DOID:184,Bone Neoplasms,Clodronic Acid,D004002,therapeutic,15455384|17312309
DOID:2841,Bronchial Hyperreactivity,Clodronic Acid,D004002,therapeutic,23377347
DOID:2044,Drug-Induced Liver Injury,Clodronic Acid,D004002,therapeutic,20382593
DOID:12678,Hypercalcemia,Clodronic Acid,D004002,therapeutic,10638776
DOID:9538,Multiple Myeloma,Clodronic Acid,D004002,therapeutic,11382140
DOID:573,Nerve Compression Syndromes,Clodronic Acid,D004002,therapeutic,9338932
DOID:365,Urinary Bladder Diseases,Clodronic Acid,D004002,therapeutic,9338932
DOID:1024,Leprosy,Clofazimine,D002991,therapeutic,16015260|6260900
DOID:10887,"Leprosy, Lepromatous",Clofazimine,D002991,therapeutic,16038251|16638414
DOID:8553,Pyoderma Gangrenosum,Clofazimine,D002991,therapeutic,7387877
DOID:1936,Atherosclerosis,Clofibrate,D002994,therapeutic,20573577
DOID:3393,Coronary Disease,Clofibrate,D002994,therapeutic,7157849
DOID:3042,"Dermatitis, Allergic Contact",Clofibrate,D002994,therapeutic,11851881
DOID:2772,"Dermatitis, Irritant",Clofibrate,D002994,therapeutic,11851881
DOID:9409,Diabetes Insipidus,Clofibrate,D002994,therapeutic,846520
DOID:1837,Diabetic Ketoacidosis,Clofibrate,D002994,therapeutic,416322
DOID:9452,"Fatty Liver, Alcoholic",Clofibrate,D002994,therapeutic,15016835
DOID:4195,Hyperglycemia,Clofibrate,D002994,therapeutic,11918743
DOID:1168,Hyperlipidemias,Clofibrate,D002994,therapeutic,204061|3515563|540479|54800|63766|686580|729726|995042
DOID:1168,Hyperlipoproteinemias,Clofibrate,D002994,therapeutic,7080553|7157849
DOID:10763,Hypertension,Clofibrate,D002994,therapeutic,21098870|9453308
DOID:557,Kidney Diseases,Clofibrate,D002994,therapeutic,21338618
DOID:5844,Myocardial Infarction,Clofibrate,D002994,therapeutic,12087064|1874539|666886
DOID:14504,"Niemann-Pick Disease, Type C",Clofibrate,D002994,therapeutic,9802331
DOID:1168,Hyperlipidemias,Clofibric Acid,D002995,therapeutic,16226225
DOID:3781,Anovulation,Clomiphene,D002996,therapeutic,18161408|7570363
DOID:12700,Hyperprolactinemia,Clomiphene,D002996,therapeutic,3346359
DOID:12336,"Infertility, Male",Clomiphene,D002996,therapeutic,19371211|2875958
DOID:11832,Seizures,Clomiphene,D002996,therapeutic,3347348
DOID:12849,Autistic Disorder,Clomipramine,D002997,therapeutic,11476129
DOID:12995,Conduct Disorder,Clomipramine,D002997,therapeutic,11151486|11494958
DOID:1470,"Depressive Disorder, Major",Clomipramine,D002997,therapeutic,10353456|2603456|3777258|6621851|9421348
DOID:3309,Neurodermatitis,Clomipramine,D002997,therapeutic,11465569
DOID:594,Panic Disorder,Clomipramine,D002997,therapeutic,1790470
DOID:2030,Anxiety Disorders,Clonazepam,D002998,therapeutic,10698845|10770471|15708425|20739826|7726327
DOID:529,Blepharospasm,Clonazepam,D002998,therapeutic,17308236|7057171
DOID:12995,Conduct Disorder,Clonazepam,D002998,therapeutic,2565491
DOID:543,Dystonia,Clonazepam,D002998,therapeutic,2598534
DOID:308,"Epilepsies, Myoclonic",Clonazepam,D002998,therapeutic,17168987|1733741
DOID:2234,"Epilepsies, Partial",Clonazepam,D002998,therapeutic,11558140
DOID:1826,Epilepsy,Clonazepam,D002998,therapeutic,1111773|821787
DOID:12382,"Epilepsy, Complex Partial",Clonazepam,D002998,therapeutic,453362|806277
DOID:3328,"Epilepsy, Temporal Lobe",Clonazepam,D002998,therapeutic,4032590
DOID:7725,"Epilepsy, Tonic-Clonic",Clonazepam,D002998,therapeutic,1733741|19302663|2860211|6781886
DOID:1094,Hyperkinesis,Clonazepam,D002998,therapeutic,6132369
DOID:437,Myasthenia Gravis,Clonazepam,D002998,therapeutic,18154484
DOID:9207,Myoclonus,Clonazepam,D002998,therapeutic,12860512|1376887|15221158|1530086|19833162|20332743|2620967|2860211|3379031|520416|6118280|8041377|806277|8099687|8166329|9489553
DOID:14464,Neuroleptic Malignant Syndrome,Clonazepam,D002998,therapeutic,17214072
DOID:594,Panic Disorder,Clonazepam,D002998,therapeutic,10520979|16226812|1993639|2186020
DOID:14330,Parkinson Disease,Clonazepam,D002998,therapeutic,12588639
DOID:9091,REM Sleep Behavior Disorder,Clonazepam,D002998,therapeutic,12815661
DOID:2055,"Stress Disorders, Post-Traumatic",Clonazepam,D002998,therapeutic,12752037|9160580
DOID:2030,Anxiety Disorders,Clonidine,D003000,therapeutic,1876628|6505121
DOID:1094,Attention Deficit Disorder with Hyperactivity,Clonidine,D003000,therapeutic,10660814|1479049|16205517|16401171|18182964|18206800|18280681|19011458|8407743|9928640
DOID:12849,Autistic Disorder,Clonidine,D003000,therapeutic,1479049
DOID:9976,Heroin Dependence,Clonidine,D003000,therapeutic,4028630|6120359
DOID:10591,"Hypertension, Pregnancy-Induced",Clonidine,D003000,therapeutic,16612254
DOID:1591,"Hypertension, Renovascular",Clonidine,D003000,therapeutic,6337026
DOID:3394,Myocardial Ischemia,Clonidine,D003000,therapeutic,2429111
DOID:9207,Myoclonus,Clonidine,D003000,therapeutic,11506132
DOID:2559,Opioid-Related Disorders,Clonidine,D003000,therapeutic,11522461|9363412
DOID:1529,Penile Diseases,Clonidine,D003000,therapeutic,2872065
DOID:1811,Reflex Sympathetic Dystrophy,Clonidine,D003000,therapeutic,15271746|16115995
DOID:5419,Schizophrenia,Clonidine,D003000,therapeutic,4065553
DOID:10763,Hypertension,Clopamide,D003005,therapeutic,4217245
DOID:10763,Hypertension,"clopamide, pindolol drug combination",C034039,therapeutic,6708009|7101879
DOID:3312,Bipolar Disorder,Clopenthixol,D003006,therapeutic,2732745
DOID:5419,Schizophrenia,clopenthixol acetate ester,C060342,therapeutic,18464063
DOID:2868,Arterial Occlusive Diseases,clopidogrel,C055162,therapeutic,14644074
DOID:2316,Brain Ischemia,clopidogrel,C055162,therapeutic,20718885
DOID:3363,Coronary Artery Disease,clopidogrel,C055162,therapeutic,10949205|17598014|18823340|20223369
DOID:3393,Coronary Disease,clopidogrel,C055162,therapeutic,21170047
DOID:4247,Coronary Restenosis,clopidogrel,C055162,therapeutic,17827517|17964710
DOID:11847,Coronary Thrombosis,clopidogrel,C055162,therapeutic,17827517|17913265|17964710|18707571
DOID:11713,Diabetic Angiopathies,clopidogrel,C055162,therapeutic,20223369
DOID:4193,Intracranial Thrombosis,clopidogrel,C055162,therapeutic,19766499
DOID:224,"Ischemic Attack, Transient",clopidogrel,C055162,therapeutic,16550133|16804280|18190818
DOID:3394,Myocardial Ischemia,clopidogrel,C055162,therapeutic,16211203
DOID:9477,Pulmonary Embolism,clopidogrel,C055162,therapeutic,15735806|20599166
DOID:1727,Retinal Vein Occlusion,clopidogrel,C055162,therapeutic,19371211
DOID:3455,Stroke,clopidogrel,C055162,therapeutic,16211203|17931979
DOID:2224,"Thrombocythemia, Essential",clopidogrel,C055162,therapeutic,18160579
DOID:178,Vascular Diseases,clopidogrel,C055162,therapeutic,15276392
DOID:11832,Seizures,Clorazepate Dipotassium,D003009,therapeutic,7775702
DOID:1168,Hyperlipidemias,clorindione,C004665,therapeutic,4067989
DOID:1470,"Depressive Disorder, Major",clothiapine,C084602,therapeutic,8618711
DOID:14067,"Malaria, Falciparum",Clotrimazole,D003022,therapeutic,14993803
DOID:3488,Cellulitis,Cloxacillin,D003023,therapeutic,16540070
DOID:593,Agoraphobia,Clozapine,D003024,therapeutic,11230003
DOID:10930,Borderline Personality Disorder,Clozapine,D003024,therapeutic,17372672
DOID:12995,Conduct Disorder,Clozapine,D003024,therapeutic,10581982|11816319
DOID:1307,Dementia,Clozapine,D003024,therapeutic,18759705
DOID:1470,"Depressive Disorder, Major",Clozapine,D003024,therapeutic,17372672
DOID:1094,Hyperkinesis,Clozapine,D003024,therapeutic,10494572|10579464|11927170|14743700|16046005|18548231|19059234|19759529|20699106|21034739|6504948|7498321|7846194|8627534|9137910
DOID:8927,Learning Disorders,Clozapine,D003024,therapeutic,15645224
DOID:12217,Lewy Body Disease,Clozapine,D003024,therapeutic,18759705
DOID:14330,Parkinson Disease,Clozapine,D003024,therapeutic,18759705|20023573
DOID:2303,Stereotypic Movement Disorder,Clozapine,D003024,therapeutic,9137910
DOID:1612,Breast Neoplasms,CMFP protocol,C038335,therapeutic,1588118
DOID:1612,Breast Neoplasms,CMF protocol,C044626,therapeutic,8879681|9281254|9348573
DOID:1612,Breast Neoplasms,CMFPT protocol,C050572,therapeutic,6230422
DOID:3008,"Carcinoma, Ductal, Breast",CMF regimen,C034456,therapeutic,15340032
DOID:1612,Breast Neoplasms,CMFVP protocol,C034631,therapeutic,1324459|2857400|6366133|6547874
DOID:1240,Leukemia,COAP protocol,C035958,therapeutic,4521468
DOID:576,Proteinuria,Cobalt,D003035,therapeutic,17967803
DOID:10763,Hypertension,cobaltiprotoporphyrin,C007095,therapeutic,12699248|16316349
DOID:557,Kidney Diseases,cobaltiprotoporphyrin,C007095,therapeutic,17003813
DOID:5082,Liver Cirrhosis,cobaltiprotoporphyrin,C007095,therapeutic,19554654
DOID:9970,Obesity,cobaltiprotoporphyrin,C007095,therapeutic,18334666|18375438
DOID:2044,Drug-Induced Liver Injury,cobaltous chloride,C018021,therapeutic,839448|851123
DOID:557,Kidney Diseases,cobaltous chloride,C018021,therapeutic,12819242
DOID:12556,"Kidney Tubular Necrosis, Acute",cobaltous chloride,C018021,therapeutic,851123
DOID:10952,Nephritis,cobaltous chloride,C018021,therapeutic,16316346
DOID:576,Proteinuria,cobaltous chloride,C018021,therapeutic,18448808
DOID:13382,"Anemia, Megaloblastic",cobamamide,C000913,therapeutic,3057748
DOID:5614,Eye Diseases,cobamamide,C000913,therapeutic,3057748
DOID:2275,Pharyngitis,cobamamide,C000913,therapeutic,3057748
DOID:2349,Arteriosclerosis,cobra venom factor,C016310,therapeutic,7000037
DOID:3394,Myocardial Ischemia,cobra venom factor,C016310,therapeutic,303050
DOID:13250,Diarrhea,Codeine,D003061,therapeutic,7237001|9673750
DOID:10763,Hypertension,Cod Liver Oil,D003060,therapeutic,3905217
DOID:2527,Nephrosis,Cod Liver Oil,D003060,therapeutic,12030316
DOID:2044,Drug-Induced Liver Injury,NAD,D009243,therapeutic,11461765
DOID:3021,Acute Kidney Injury,coenzyme Q10,C024989,therapeutic,20510337
DOID:114,Heart Diseases,coenzyme Q10,C024989,therapeutic,667863|7752832
DOID:12858,Huntington Disease,coenzyme Q10,C024989,therapeutic,19476553
DOID:643,"Leukoencephalopathy, Progressive Multifocal",coenzyme Q10,C024989,therapeutic,21353145
DOID:14330,Parkinson Disease,Coffee,D003069,therapeutic,17522612
DOID:1612,Breast Neoplasms,COFP protocol 2,C054084,therapeutic,4809462
DOID:13189,"Arthritis, Gouty",Colchicine,D003078,therapeutic,14713183|17497454|20661070|3701734|5655316
DOID:13241,Behcet Syndrome,Colchicine,D003078,therapeutic,11087798|12692989|15870978|2566048|6788612|9775117|9848464
DOID:11168,Condylomata Acuminata,Colchicine,D003078,therapeutic,843157
DOID:2987,Familial Mediterranean Fever,Colchicine,D003078,therapeutic,12910572|14632592|1499522|1575022|16889161|17505274|20661070|9848464
DOID:1067,"Glaucoma, Open-Angle",Colchicine,D003078,therapeutic,12446362
DOID:13189,Gout,Colchicine,D003078,therapeutic,1064465|11096285|11810174|11876034|12410059|15585444|16669978|17049607|19893064|2023222|2265497|2360262|3035372|5760170|6071127|7725894|9491303|9848464
DOID:2043,"Hepatitis B, Chronic",Colchicine,D003078,therapeutic,9701529
DOID:1920,Hyperuricemia,Colchicine,D003078,therapeutic,6071127
DOID:5082,Liver Cirrhosis,Colchicine,D003078,therapeutic,23146695
DOID:37,Skin Diseases,Colchicine,D003078,therapeutic,2566048
DOID:9663,"Stomatitis, Aphthous",Colchicine,D003078,therapeutic,2566048
DOID:4195,Hyperglycemia,colesevelam,C107058,therapeutic,18458145|18670263
DOID:13810,Hyperlipoproteinemia Type II,colesevelam,C107058,therapeutic,19947811
DOID:13580,Cholestasis,colestimide,C417427,therapeutic,11757763
DOID:2044,Drug-Induced Liver Injury,colestimide,C417427,therapeutic,11757763
DOID:3363,Coronary Artery Disease,Colestipol,D003084,therapeutic,11597936
DOID:13810,Hyperlipoproteinemia Type II,Colestipol,D003084,therapeutic,2492189
DOID:13100,"Vasospasm, Intracranial",colforsin,C075212,therapeutic,11958422
DOID:1485,Cystic Fibrosis,Colistin,D003091,therapeutic,19747007
DOID:1019,Osteomyelitis,Colistin,D003091,therapeutic,4615135
DOID:649,Prion Diseases,Congo Red,D003224,therapeutic,11994310
DOID:727,Premenstrual Syndrome,"Contraceptives, Oral",D003276,therapeutic,1362188|4403361|6029624
DOID:5082,Liver Cirrhosis,copolymer 1,C089995,therapeutic,17038628
DOID:2377,Multiple Sclerosis,copolymer 1,C089995,therapeutic,12432978
DOID:8947,Diabetic Retinopathy,Copper,D003300,therapeutic,18779489
DOID:6000,Heart Failure,Copper,D003300,therapeutic,15051837
DOID:3762,Cytochrome-c Oxidase Deficiency,copper histidine,C098468,therapeutic,15902551
DOID:896,"Metal Metabolism, Inborn Errors",copper histidine,C098468,therapeutic,15902551
DOID:3602,Neurotoxicity Syndromes,Copper Sulfate,D019327,therapeutic,12899943
DOID:8584,Burkitt Lymphoma,COP protocol 2,C034588,therapeutic,17609630
DOID:1240,Leukemia,cordiaquinone J,C411134,therapeutic,19962971
DOID:3602,Neurotoxicity Syndromes,Corticosterone,D003345,therapeutic,19616023
DOID:0060058,Lymphoma,cortisol succinate,C007133,therapeutic,4512319
DOID:9849,Meniere Disease,cortisol succinate,C007133,therapeutic,11700197
DOID:3049,Churg-Strauss Syndrome,Cortisone,D003348,therapeutic,20014201
DOID:12932,Endomyocardial Fibrosis,Cortisone,D003348,therapeutic,20014201
DOID:4195,Hyperglycemia,costunolide,C002602,therapeutic,19007766
DOID:2044,Drug-Induced Liver Injury,coumarin,C030123,therapeutic,21630391
DOID:557,Kidney Diseases,coumarin,C030123,therapeutic,21630391
DOID:10128,Venous Insufficiency,coumarin,C030123,therapeutic,12708602
DOID:670,Amphetamine-Related Disorders,CP 154526,C101628,therapeutic,17119930
DOID:1094,Hyperkinesis,CP 154526,C101628,therapeutic,16139885
DOID:1094,Hyperkinesis,"CP-809,101",C518685,therapeutic,16949622
DOID:1176,Bronchial Diseases,CP 96345,C066892,therapeutic,9851584
DOID:4001,Ovarian epithelial cancer,CPDD protocol,C034868,therapeutic,6147640
DOID:2394,Ovarian Neoplasms,CPG-oligonucleotide,C408982,therapeutic,21878529
DOID:9538,Multiple Myeloma,CPS 11,C494620,therapeutic,15858615
DOID:9538,Multiple Myeloma,CPS 49,C494622,therapeutic,15858615
DOID:2773,"Dermatitis, Contact",CRA1000,C117406,therapeutic,12631246
DOID:5844,Myocardial Infarction,crataegus extract,C007145,therapeutic,15233872
DOID:12858,Huntington Disease,Creatine,D003401,therapeutic,19476553
DOID:767,Muscular Atrophy,Creatine,D003401,therapeutic,17053101
DOID:5050,"Carcinoma, Ehrlich Tumor",cremophor EL,C000515,therapeutic,9840728
DOID:3910,Adenocarcinoma of lung,crizotinib,C551994,therapeutic,20979469|21428883|21823889|22215748|22980554|22999080
DOID:1749,"Carcinoma, Squamous Cell",crizotinib,C551994,therapeutic,22948846
DOID:9119,"Leukemia, Myeloid, Acute",crizotinib,C551994,therapeutic,22683780
DOID:769,Neuroblastoma,crizotinib,C551994,therapeutic,22266870|22588779|22789543
DOID:1936,Atherosclerosis,crocin,C029036,therapeutic,15964309
DOID:13250,Diarrhea,Cromakalim,D019806,therapeutic,8749038
DOID:10763,Hypertension,Cromakalim,D019806,therapeutic,1689412
DOID:11832,Seizures,Cromakalim,D019806,therapeutic,7643714
DOID:365,Urinary Bladder Diseases,Cromakalim,D019806,therapeutic,2795743
DOID:2841,Asthma,Cromolyn Sodium,D004205,therapeutic,7437783
DOID:2841,Bronchial Hyperreactivity,Cromolyn Sodium,D004205,therapeutic,20386143
DOID:114,Heart Diseases,Cromolyn Sodium,D004205,therapeutic,6196562
DOID:1205,Hypersensitivity,Cromolyn Sodium,D004205,therapeutic,15033348
DOID:11832,Seizures,Cromolyn Sodium,D004205,therapeutic,20012267
DOID:14115,"Shock, Septic",Cromolyn Sodium,D004205,therapeutic,18063050
DOID:1094,Hyperkinesis,CTAP octapeptide,C529311,therapeutic,17687547
DOID:1612,Breast Neoplasms,CTCb regimen,C072046,therapeutic,12196364|1588381
DOID:0060058,Lymphoma,CTVP protocol,C104872,therapeutic,9519784
DOID:1936,Atherosclerosis,cupric acetate,C015092,therapeutic,16045547
DOID:3156,Pigmentation Disorders,cupric chloride,C029892,therapeutic,21167140
DOID:3021,Acute Kidney Injury,Curcumin,D003474,therapeutic,17076682
DOID:10652,Alzheimer Disease,Curcumin,D003474,therapeutic,15590663
DOID:7148,"Arthritis, Rheumatoid",Curcumin,D003474,therapeutic,16807698
DOID:1936,Atherosclerosis,Curcumin,D003474,therapeutic,18704882
DOID:417,Autoimmune Diseases,Curcumin,D003474,therapeutic,19761891
DOID:2316,Brain Ischemia,Curcumin,D003474,therapeutic,16770732
DOID:1612,Breast Neoplasms,Curcumin,D003474,therapeutic,16243823|18462866|18593918|19250217
DOID:3008,"Carcinoma, Ductal, Breast",Curcumin,D003474,therapeutic,19944674
DOID:3908,"Carcinoma, Non-Small-Cell Lung",Curcumin,D003474,therapeutic,18414057
DOID:1749,"Carcinoma, Squamous Cell",Curcumin,D003474,therapeutic,18462866
DOID:12270,Coloboma,Curcumin,D003474,therapeutic,18809619
DOID:11382,Corneal Neovascularization,Curcumin,D003474,therapeutic,18497527
DOID:1679,Cystitis,Curcumin,D003474,therapeutic,19413659
DOID:1307,Dementia,Curcumin,D003474,therapeutic,20369229
DOID:2044,Drug-Induced Liver Injury,Curcumin,D003474,therapeutic,1394115|20112103|21175036|21976817|22197969|22683883
DOID:1724,Duodenal Ulcer,Curcumin,D003474,therapeutic,17351913
