Disease_Name,DOID,Gene_Symbol
prostate carcinoma,DOID:10286,PLAUR
prostate carcinoma,DOID:10286,FXYD3
prostate carcinoma,DOID:10286,PODXL
prostate carcinoma,DOID:10286,POMC
prostate carcinoma,DOID:10286,PON1
prostate carcinoma,DOID:10286,POU1F1
prostate carcinoma,DOID:10286,PPARA
prostate carcinoma,DOID:10286,PPARG
prostate carcinoma,DOID:10286,MED1
prostate carcinoma,DOID:10286,PPP3CA
prostate carcinoma,DOID:10286,PRKACB
prostate carcinoma,DOID:10286,PRKCQ
prostate carcinoma,DOID:10286,PRKCZ
prostate carcinoma,DOID:10286,PRKDC
prostate carcinoma,DOID:10286,EIF2AK2
prostate carcinoma,DOID:10286,DNAJC3
prostate carcinoma,DOID:10286,PRL
prostate carcinoma,DOID:10286,PRLR
prostate carcinoma,DOID:10286,PRNP
prostate carcinoma,DOID:10286,KLK7
prostate carcinoma,DOID:10286,PRSS8
prostate carcinoma,DOID:10286,KLK6
prostate carcinoma,DOID:10286,KLK10
prostate carcinoma,DOID:10286,PSAP
prostate carcinoma,DOID:10286,PTEN
prostate carcinoma,DOID:10286,PTGS2
prostate carcinoma,DOID:10286,PTHLH
prostate carcinoma,DOID:10286,PTK2
prostate carcinoma,DOID:10286,PTPN2
prostate carcinoma,DOID:10286,PTPRK
prostate carcinoma,DOID:10286,PVT1
prostate carcinoma,DOID:10286,QARS
prostate carcinoma,DOID:10286,RAD21
prostate carcinoma,DOID:10286,RAD51
prostate carcinoma,DOID:10286,RAD52
prostate carcinoma,DOID:10286,RALA
prostate carcinoma,DOID:10286,RELB
prostate carcinoma,DOID:10286,RET
prostate carcinoma,DOID:10286,RFC1
prostate carcinoma,DOID:10286,RLN2
prostate carcinoma,DOID:10286,RNASE1
prostate carcinoma,DOID:10286,RNASE4
prostate carcinoma,DOID:10286,RNASEL
prostate carcinoma,DOID:10286,ABCE1
prostate carcinoma,DOID:10286,RPL10
prostate carcinoma,DOID:10286,RPL12
prostate carcinoma,DOID:10286,RPN1
prostate carcinoma,DOID:10286,RPN2
prostate carcinoma,DOID:10286,RPS19
prostate carcinoma,DOID:10286,RRAS
prostate carcinoma,DOID:10286,RXRA
prostate carcinoma,DOID:10286,RXRB
prostate carcinoma,DOID:10286,RYR1
prostate carcinoma,DOID:10286,S100A8
prostate carcinoma,DOID:10286,S100A9
prostate carcinoma,DOID:10286,VPS52
prostate carcinoma,DOID:10286,CCL2
prostate carcinoma,DOID:10286,CCL5
prostate carcinoma,DOID:10286,CX3CL1
prostate carcinoma,DOID:10286,CXCL12
prostate carcinoma,DOID:10286,SDHA
prostate carcinoma,DOID:10286,SDHB
prostate carcinoma,DOID:10286,SDHC
prostate carcinoma,DOID:10286,SEMA3F
prostate carcinoma,DOID:10286,SEPP1
prostate carcinoma,DOID:10286,SHBG
prostate carcinoma,DOID:10286,SHMT1
prostate carcinoma,DOID:10286,SIM2
prostate carcinoma,DOID:10286,SLC2A2
prostate carcinoma,DOID:10286,SLC5A5
prostate carcinoma,DOID:10286,SLC7A1
prostate carcinoma,DOID:10286,SLC12A2
prostate carcinoma,DOID:10286,SLC19A1
prostate carcinoma,DOID:10286,SLC22A3
prostate carcinoma,DOID:10286,SOD1
prostate carcinoma,DOID:10286,SOD2
prostate carcinoma,DOID:10286,SOD3
prostate carcinoma,DOID:10286,SPOCK1
prostate carcinoma,DOID:10286,SPP1
prostate carcinoma,DOID:10286,SRD5A1
prostate carcinoma,DOID:10286,SRD5A2
prostate carcinoma,DOID:10286,SSR2
prostate carcinoma,DOID:10286,SST
prostate carcinoma,DOID:10286,SSTR1
prostate carcinoma,DOID:10286,SSTR2
prostate carcinoma,DOID:10286,SSTR3
prostate carcinoma,DOID:10286,SSTR4
prostate carcinoma,DOID:10286,SSTR5
prostate carcinoma,DOID:10286,SSX2
prostate carcinoma,DOID:10286,ST14
prostate carcinoma,DOID:10286,STAT3
prostate carcinoma,DOID:10286,SULT1E1
prostate carcinoma,DOID:10286,AURKA
prostate carcinoma,DOID:10286,SULT1A2
prostate carcinoma,DOID:10286,SULT1A1
prostate carcinoma,DOID:10286,SULT2A1
prostate carcinoma,DOID:10286,SURF4
prostate carcinoma,DOID:10286,TAGLN
prostate carcinoma,DOID:10286,MAP3K7
prostate carcinoma,DOID:10286,HNF1B
prostate carcinoma,DOID:10286,TCF7L2
prostate carcinoma,DOID:10286,TCF20
prostate carcinoma,DOID:10286,TCN1
prostate carcinoma,DOID:10286,TCN2
prostate carcinoma,DOID:10286,TCP1
prostate carcinoma,DOID:10286,PRDX2
prostate carcinoma,DOID:10286,TERC
prostate carcinoma,DOID:10286,TERT
prostate carcinoma,DOID:10286,TGFA
prostate carcinoma,DOID:10286,TGFB1
prostate carcinoma,DOID:10286,TGFBR1
prostate carcinoma,DOID:10286,TGFBR2
prostate carcinoma,DOID:10286,TH
prostate carcinoma,DOID:10286,THBS1
prostate carcinoma,DOID:10286,TIMP4
prostate carcinoma,DOID:10286,ICAM5
prostate carcinoma,DOID:10286,TLR1
prostate carcinoma,DOID:10286,TLR2
prostate carcinoma,DOID:10286,TLR3
prostate carcinoma,DOID:10286,TLR4
prostate carcinoma,DOID:10286,TLR5
prostate carcinoma,DOID:10286,TSPAN8
prostate carcinoma,DOID:10286,TMOD1
prostate carcinoma,DOID:10286,TMPRSS2
prostate carcinoma,DOID:10286,TMSB4X
prostate carcinoma,DOID:10286,TNF
prostate carcinoma,DOID:10286,TOP2A
prostate carcinoma,DOID:10286,TP53
prostate carcinoma,DOID:10286,TPBG
prostate carcinoma,DOID:10286,TPD52
prostate carcinoma,DOID:10286,TPD52L1
prostate carcinoma,DOID:10286,TPT1
prostate carcinoma,DOID:10286,HSP90B1
prostate carcinoma,DOID:10286,TRAF1
prostate carcinoma,DOID:10286,TST
prostate carcinoma,DOID:10286,TTPA
prostate carcinoma,DOID:10286,TUB
prostate carcinoma,DOID:10286,TYMS
prostate carcinoma,DOID:10286,TYR
prostate carcinoma,DOID:10286,UCP2
prostate carcinoma,DOID:10286,UGT2B7
prostate carcinoma,DOID:10286,UGT2B15
prostate carcinoma,DOID:10286,UGT2B17
prostate carcinoma,DOID:10286,UMPS
prostate carcinoma,DOID:10286,UNG
prostate carcinoma,DOID:10286,UQCRB
prostate carcinoma,DOID:10286,UQCRFS1
prostate carcinoma,DOID:10286,VDR
prostate carcinoma,DOID:10286,VEGFA
prostate carcinoma,DOID:10286,EZR
prostate carcinoma,DOID:10286,VIM
prostate carcinoma,DOID:10286,VIP
prostate carcinoma,DOID:10286,WFS1
prostate carcinoma,DOID:10286,XPC
prostate carcinoma,DOID:10286,XRCC1
prostate carcinoma,DOID:10286,XRCC3
prostate carcinoma,DOID:10286,XRCC4
prostate carcinoma,DOID:10286,ZIC2
prostate carcinoma,DOID:10286,PCGF2
prostate carcinoma,DOID:10286,ZFAND5
prostate carcinoma,DOID:10286,SLC30A2
prostate carcinoma,DOID:10286,DAP3
prostate carcinoma,DOID:10286,PCAP
prostate carcinoma,DOID:10286,SEMA3B
prostate carcinoma,DOID:10286,USP7
prostate carcinoma,DOID:10286,ARHGEF5
prostate carcinoma,DOID:10286,TUSC3
prostate carcinoma,DOID:10286,PSCA
prostate carcinoma,DOID:10286,CUBN
prostate carcinoma,DOID:10286,NCOA4
prostate carcinoma,DOID:10286,NCOA3
prostate carcinoma,DOID:10286,MAD1L1
prostate carcinoma,DOID:10286,SPOP
prostate carcinoma,DOID:10286,UXT
prostate carcinoma,DOID:10286,PIK3R3
prostate carcinoma,DOID:10286,BCAS1
prostate carcinoma,DOID:10286,DEGS1
prostate carcinoma,DOID:10286,USO1
prostate carcinoma,DOID:10286,AKR1C3
prostate carcinoma,DOID:10286,NCOA1
prostate carcinoma,DOID:10286,IRS2
prostate carcinoma,DOID:10286,EIF3A
prostate carcinoma,DOID:10286,EIF3H
prostate carcinoma,DOID:10286,B4GALT4
prostate carcinoma,DOID:10286,MBTPS1
prostate carcinoma,DOID:10286,TNFSF10
prostate carcinoma,DOID:10286,ADAM9
prostate carcinoma,DOID:10286,TNFRSF10B
prostate carcinoma,DOID:10286,TNFRSF10A
prostate carcinoma,DOID:10286,CREG1
prostate carcinoma,DOID:10286,NRP1
prostate carcinoma,DOID:10286,CFLAR
prostate carcinoma,DOID:10286,ALDH1A2
prostate carcinoma,DOID:10286,PER3
prostate carcinoma,DOID:10286,PER2
prostate carcinoma,DOID:10286,CPNE3
prostate carcinoma,DOID:10286,TIMELESS
prostate carcinoma,DOID:10286,MBD2
prostate carcinoma,DOID:10286,KALRN
prostate carcinoma,DOID:10286,AIP
prostate carcinoma,DOID:10286,CLDN9
prostate carcinoma,DOID:10286,SART1
prostate carcinoma,DOID:10286,AIFM1
prostate carcinoma,DOID:10286,COX7A2L
prostate carcinoma,DOID:10286,ZBED1
prostate carcinoma,DOID:10286,XPR1
prostate carcinoma,DOID:10286,ADIPOQ
prostate carcinoma,DOID:10286,GRHPR
prostate carcinoma,DOID:10286,CYP7B1
prostate carcinoma,DOID:10286,ABCG2
prostate carcinoma,DOID:10286,GSTO1
prostate carcinoma,DOID:10286,MAGED1
prostate carcinoma,DOID:10286,GDF15
prostate carcinoma,DOID:10286,EI24
prostate carcinoma,DOID:10286,ATP5J2
prostate carcinoma,DOID:10286,HPCX
prostate carcinoma,DOID:10286,CLOCK
prostate carcinoma,DOID:10286,CREB5
prostate carcinoma,DOID:10286,RNF14
prostate carcinoma,DOID:10286,KLK4
prostate carcinoma,DOID:10286,MDC1
prostate carcinoma,DOID:10286,GREB1
prostate carcinoma,DOID:10286,HERPUD1
prostate carcinoma,DOID:10286,MTSS1
prostate carcinoma,DOID:10286,KIAA0196
prostate carcinoma,DOID:10286,MED12
prostate carcinoma,DOID:10286,REC8
prostate carcinoma,DOID:10286,TOM1L1
prostate carcinoma,DOID:10286,RAD50
prostate carcinoma,DOID:10286,PDZK1IP1
prostate carcinoma,DOID:10286,INADL
prostate carcinoma,DOID:10286,CTDSPL
prostate carcinoma,DOID:10286,ABCC4
prostate carcinoma,DOID:10286,CDK2AP2
prostate carcinoma,DOID:10286,TLR6
prostate carcinoma,DOID:10286,MRVI1
prostate carcinoma,DOID:10286,DLC1
prostate carcinoma,DOID:10286,VAV3
prostate carcinoma,DOID:10286,SLC30A9
prostate carcinoma,DOID:10286,CARM1
prostate carcinoma,DOID:10286,NCOA2
prostate carcinoma,DOID:10286,FBLN5
prostate carcinoma,DOID:10286,AGR2
prostate carcinoma,DOID:10286,PDLIM5
prostate carcinoma,DOID:10286,IGF2BP2
prostate carcinoma,DOID:10286,CD226
prostate carcinoma,DOID:10286,STARD10
prostate carcinoma,DOID:10286,ALDH1L1
prostate carcinoma,DOID:10286,PGRMC1
prostate carcinoma,DOID:10286,PPARGC1A
prostate carcinoma,DOID:10286,MMP24
prostate carcinoma,DOID:10286,RALBP1
prostate carcinoma,DOID:10286,KDELR1
prostate carcinoma,DOID:10286,STARD3
prostate carcinoma,DOID:10286,CBX1
prostate carcinoma,DOID:10286,SERINC3
prostate carcinoma,DOID:10286,ERP29
prostate carcinoma,DOID:10286,SPINK5
prostate carcinoma,DOID:10286,IL24
prostate carcinoma,DOID:10286,KLK11
prostate carcinoma,DOID:10286,CAPN10
prostate carcinoma,DOID:10286,FSTL1
prostate carcinoma,DOID:10286,LZTS1
prostate carcinoma,DOID:10286,PKP3
prostate carcinoma,DOID:10286,WIF1
prostate carcinoma,DOID:10286,CHEK2
prostate carcinoma,DOID:10286,POLI
prostate carcinoma,DOID:10286,KLK8
prostate carcinoma,DOID:10286,PACSIN2
prostate carcinoma,DOID:10286,ADAM26A
prostate carcinoma,DOID:10286,SBP
prostate carcinoma,DOID:10286,STX4A
prostate carcinoma,DOID:10286,SLC6A20B
prostate carcinoma,DOID:10286,LMTK2
prostate carcinoma,DOID:10286,ZHX2
prostate carcinoma,DOID:10286,KIFAP3
prostate carcinoma,DOID:10286,ERP44
prostate carcinoma,DOID:10286,TNRC6B
prostate carcinoma,DOID:10286,SMC5
prostate carcinoma,DOID:10286,FAF2
prostate carcinoma,DOID:10286,ARL6IP1
prostate carcinoma,DOID:10286,CLEC16A
prostate carcinoma,DOID:10286,EHBP1
prostate carcinoma,DOID:10286,ACSL6
prostate carcinoma,DOID:10286,PSD3
prostate carcinoma,DOID:10286,SEC14L2
prostate carcinoma,DOID:10286,CASP14
prostate carcinoma,DOID:10286,AMACR
prostate carcinoma,DOID:10286,SSBP2
prostate carcinoma,DOID:10286,GSPT2
prostate carcinoma,DOID:10286,SDF2L1
prostate carcinoma,DOID:10286,BCL2L13
prostate carcinoma,DOID:10286,PANX1
prostate carcinoma,DOID:10286,TTLL1
prostate carcinoma,DOID:10286,KLK5
prostate carcinoma,DOID:10286,CLIC4
prostate carcinoma,DOID:10286,KLK13
prostate carcinoma,DOID:10286,TES
prostate carcinoma,DOID:10286,PTPN22
prostate carcinoma,DOID:10286,PHGDH
prostate carcinoma,DOID:10286,EHF
prostate carcinoma,DOID:10286,PLEK2
prostate carcinoma,DOID:10286,TJP3
prostate carcinoma,DOID:10286,CIDEB
prostate carcinoma,DOID:10286,SLC39A1
prostate carcinoma,DOID:10286,GNMT
prostate carcinoma,DOID:10286,TNFRSF21
prostate carcinoma,DOID:10286,MCAT
prostate carcinoma,DOID:10286,SLCO1B3
prostate carcinoma,DOID:10286,KLF15
prostate carcinoma,DOID:10286,THYN1
prostate carcinoma,DOID:10286,PSMC3IP
prostate carcinoma,DOID:10286,C18orf8
prostate carcinoma,DOID:10286,EFEMP2
prostate carcinoma,DOID:10286,NXPH1
prostate carcinoma,DOID:10286,KLK14
prostate carcinoma,DOID:10286,KLK12
prostate carcinoma,DOID:10286,CHST11
prostate carcinoma,DOID:10286,PDE11A
prostate carcinoma,DOID:10286,CRYL1
prostate carcinoma,DOID:10286,ADIPOR1
prostate carcinoma,DOID:10286,IRAK4
prostate carcinoma,DOID:10286,DCXR
prostate carcinoma,DOID:10286,CPA4
prostate carcinoma,DOID:10286,TLR7
prostate carcinoma,DOID:10286,TLR8
prostate carcinoma,DOID:10286,PTRH2
prostate carcinoma,DOID:10286,RASD1
prostate carcinoma,DOID:10286,RAB4B
prostate carcinoma,DOID:10286,TLR9
prostate carcinoma,DOID:10286,PBSN
prostate carcinoma,DOID:10286,WNT4
prostate carcinoma,DOID:10286,HAO1
prostate carcinoma,DOID:10286,DNAJC10
prostate carcinoma,DOID:10286,CCHCR1
prostate carcinoma,DOID:10286,UGT1A9
prostate carcinoma,DOID:10286,UGT1A1
prostate carcinoma,DOID:10286,EPDR1
prostate carcinoma,DOID:10286,IL17RD
prostate carcinoma,DOID:10286,TET2
prostate carcinoma,DOID:10286,APTX
prostate carcinoma,DOID:10286,CDKAL1
prostate carcinoma,DOID:10286,RHBDL2
prostate carcinoma,DOID:10286,NUDT11
prostate carcinoma,DOID:10286,APPL2
prostate carcinoma,DOID:10286,ATAD3A
prostate carcinoma,DOID:10286,ADI1
prostate carcinoma,DOID:10286,RFK
prostate carcinoma,DOID:10286,SLC39A9
prostate carcinoma,DOID:10286,TRPV6
prostate carcinoma,DOID:10286,H2AFY2
prostate carcinoma,DOID:10286,SLC30A10
prostate carcinoma,DOID:10286,KLK15
prostate carcinoma,DOID:10286,NAGK
prostate carcinoma,DOID:10286,HIF1AN
prostate carcinoma,DOID:10286,SLC30A6
prostate carcinoma,DOID:10286,RNF130
prostate carcinoma,DOID:10286,EAF2
prostate carcinoma,DOID:10286,ECHDC1
prostate carcinoma,DOID:10286,CYP2D22
prostate carcinoma,DOID:10286,DIABLO
prostate carcinoma,DOID:10286,BCCIP
prostate carcinoma,DOID:10286,PAK6
prostate carcinoma,DOID:10286,ADAMTS9
prostate carcinoma,DOID:10286,SLC17A6
prostate carcinoma,DOID:10286,CAMK1D
prostate carcinoma,DOID:10286,SLC39A10
prostate carcinoma,DOID:10286,NIPAL3
prostate carcinoma,DOID:10286,SORCS2
prostate carcinoma,DOID:10286,ZNF462
prostate carcinoma,DOID:10286,IL21
prostate carcinoma,DOID:10286,ENPP5
prostate carcinoma,DOID:10286,BACH2
prostate carcinoma,DOID:10286,C2ORF43
prostate carcinoma,DOID:10286,ELAC2
prostate carcinoma,DOID:10286,EEFSEC
prostate carcinoma,DOID:10286,THADA
prostate carcinoma,DOID:10286,PCGEM1
prostate carcinoma,DOID:10286,SLC39A8
prostate carcinoma,DOID:10286,IFIH1
prostate carcinoma,DOID:10286,PDF
prostate carcinoma,DOID:10286,SIL1
prostate carcinoma,DOID:10286,CYP3A43
prostate carcinoma,DOID:10286,SLC30A5
prostate carcinoma,DOID:10286,VKORC1
prostate carcinoma,DOID:10286,FTO
prostate carcinoma,DOID:10286,ANKRD55
prostate carcinoma,DOID:10286,MYH14
prostate carcinoma,DOID:10286,RMI1
prostate carcinoma,DOID:10286,PDGFD
prostate carcinoma,DOID:10286,COL18A1
prostate carcinoma,DOID:10286,APOL3
prostate carcinoma,DOID:10286,CLPTM1L
prostate carcinoma,DOID:10286,TXNDC5
prostate carcinoma,DOID:10286,TLR10
prostate carcinoma,DOID:10286,PCDH11Y
prostate carcinoma,DOID:10286,BRIP1
prostate carcinoma,DOID:10286,ARMC2
prostate carcinoma,DOID:10286,ACRBP
prostate carcinoma,DOID:10286,COX4I2
prostate carcinoma,DOID:10286,IL17RC
prostate carcinoma,DOID:10286,SHANK3
prostate carcinoma,DOID:10286,ZNF160
prostate carcinoma,DOID:10286,SLC39A13
prostate carcinoma,DOID:10286,NDUFAF2
prostate carcinoma,DOID:10286,FBXO44
prostate carcinoma,DOID:10286,GSTT3
prostate carcinoma,DOID:10286,H47
prostate carcinoma,DOID:10286,TIRAP
prostate carcinoma,DOID:10286,ESCO1
prostate carcinoma,DOID:10286,C1QTNF6
prostate carcinoma,DOID:10286,ARL11
prostate carcinoma,DOID:10286,FOXP4
prostate carcinoma,DOID:10286,PIK3AP1
prostate carcinoma,DOID:10286,PPARGC1B
prostate carcinoma,DOID:10286,ASZ1
prostate carcinoma,DOID:10286,HNRPH1
prostate carcinoma,DOID:10286,SLC30A7
prostate carcinoma,DOID:10286,IGSF5
prostate carcinoma,DOID:10286,DAB2IP
prostate carcinoma,DOID:10286,FAM84B
prostate carcinoma,DOID:10286,SLC30A8
prostate carcinoma,DOID:10286,NUDT10
prostate carcinoma,DOID:10286,COX7B2
prostate carcinoma,DOID:10286,SLC39A12
prostate carcinoma,DOID:10286,JAZF1
prostate carcinoma,DOID:10286,GPRC6A
prostate carcinoma,DOID:10286,RFX6
prostate carcinoma,DOID:10286,ZNF718
prostate carcinoma,DOID:10286,TTC9C
prostate carcinoma,DOID:10286,HMGN2P46
prostate carcinoma,DOID:10286,KLK9
prostate carcinoma,DOID:10286,NSMCE2
prostate carcinoma,DOID:10286,CXorf67
prostate carcinoma,DOID:10286,FMN1
prostate carcinoma,DOID:10286,HPCQTL19
prostate carcinoma,DOID:10286,GSTK1
prostate carcinoma,DOID:10286,GALNTL4
prostate carcinoma,DOID:10286,SNHG5
prostate carcinoma,DOID:10286,ARMS2
prostate carcinoma,DOID:10286,SP5
prostate carcinoma,DOID:10286,C2orf80
prostate carcinoma,DOID:10286,MIR221
prostate carcinoma,DOID:10286,MIR222
prostate carcinoma,DOID:10286,HPC3
prostate carcinoma,DOID:10286,HPC4
prostate carcinoma,DOID:10286,KLKP1
prostate carcinoma,DOID:10286,HPC5
prostate carcinoma,DOID:10286,CCR2
prostate carcinoma,DOID:10286,HPC6
prostate carcinoma,DOID:10286,15-Sep
prostate carcinoma,DOID:10286,APS
prostate carcinoma,DOID:10286,ATBF1
prostate carcinoma,DOID:10286,ATP6
prostate carcinoma,DOID:10286,C12ORF30
prostate carcinoma,DOID:10286,COX1
prostate carcinoma,DOID:10286,COX2
prostate carcinoma,DOID:10286,COX3
prostate carcinoma,DOID:10286,HPC3
prostate carcinoma,DOID:10286,IGF2AS
prostate carcinoma,DOID:10286,IL8RA
prostate carcinoma,DOID:10286,IL8RB
prostate carcinoma,DOID:10286,Intergenic
prostate carcinoma,DOID:10286,LASS4
prostate carcinoma,DOID:10286,LOC100287375
prostate carcinoma,DOID:10286,LOC340602
prostate carcinoma,DOID:10286,mic1
prostate carcinoma,DOID:10286,ND2
prostate carcinoma,DOID:10286,ND6
prostate carcinoma,DOID:10286,NKX3.1
prostate carcinoma,DOID:10286,NOS2A
prostate carcinoma,DOID:10286,POU5F1P1
prostate carcinoma,DOID:10286,RBM9
prostate carcinoma,DOID:10286,TCF2
prostate carcinoma,DOID:10286,VEGF
familial periodic paralysis,DOID:1029,KCNJ2
familial periodic paralysis,DOID:1029,KCNE3
Raynaud disease,DOID:10300,ACE
Raynaud disease,DOID:10300,GSTM1
Raynaud disease,DOID:10300,GSTT1
Raynaud disease,DOID:10300,IFNA2
Raynaud disease,DOID:10300,ITGA2B
Raynaud disease,DOID:10300,ITGB3
Raynaud disease,DOID:10300,SLC6A4
Raynaud disease,DOID:10300,SOD2
Raynaud disease,DOID:10300,SPARC
parotitis,DOID:10301,SPINK1
Mumps virus meningitis,DOID:10309,ICAM1
viral meningitis,DOID:10310,ENO2
viral meningitis,DOID:10310,ICAM1
viral meningitis,DOID:10310,IL8
pneumoconiosis,DOID:10316,CCR5
pneumoconiosis,DOID:10316,CX3CR1
pneumoconiosis,DOID:10316,ERBB2
pneumoconiosis,DOID:10316,GSTM1
pneumoconiosis,DOID:10316,GSTP1
pneumoconiosis,DOID:10316,GSTT1
pneumoconiosis,DOID:10316,HLA-DQB1
pneumoconiosis,DOID:10316,HLA-DRB1
pneumoconiosis,DOID:10316,IL1A
pneumoconiosis,DOID:10316,IL1B
pneumoconiosis,DOID:10316,IL1RN
pneumoconiosis,DOID:10316,IL6
pneumoconiosis,DOID:10316,IL18
pneumoconiosis,DOID:10316,MBL2
pneumoconiosis,DOID:10316,MMP3
pneumoconiosis,DOID:10316,OGG1
pneumoconiosis,DOID:10316,SERPINE1
pneumoconiosis,DOID:10316,PLAT
pneumoconiosis,DOID:10316,PLAU
pneumoconiosis,DOID:10316,CCL2
pneumoconiosis,DOID:10316,SOD2
pneumoconiosis,DOID:10316,TGFB1
pneumoconiosis,DOID:10316,TNF
pneumoconiosis,DOID:10316,TNFRSF1B
pneumoconiosis,DOID:10316,IL18R1
pneumoconiosis,DOID:10316,CCR2
asbestosis,DOID:10320,CAT
asbestosis,DOID:10320,EPHX1
asbestosis,DOID:10320,GSTM1
asbestosis,DOID:10320,GSTP1
asbestosis,DOID:10320,GSTT1
asbestosis,DOID:10320,NOS2
asbestosis,DOID:10320,SERPINA1
asbestosis,DOID:10320,SOD2
asbestosis,DOID:10320,SOD3
asbestosis,DOID:10320,TGFB1
berylliosis,DOID:10322,CD28
berylliosis,DOID:10322,CCR5
berylliosis,DOID:10322,ACE
berylliosis,DOID:10322,GCLC
berylliosis,DOID:10322,GCLM
berylliosis,DOID:10322,HLA-DPA1
berylliosis,DOID:10322,HLA-DPB1
berylliosis,DOID:10322,HLA-DPB2
berylliosis,DOID:10322,HLA-DQA1
berylliosis,DOID:10322,HLA-DQB1
berylliosis,DOID:10322,HLA-DRB1
berylliosis,DOID:10322,IL1A
berylliosis,DOID:10322,IL1B
berylliosis,DOID:10322,IL1RN
berylliosis,DOID:10322,IL2
berylliosis,DOID:10322,IL2RA
berylliosis,DOID:10322,IL6
berylliosis,DOID:10322,IL9
berylliosis,DOID:10322,IL9R
berylliosis,DOID:10322,PDCD1
berylliosis,DOID:10322,TGFB1
berylliosis,DOID:10322,TNF
berylliosis,DOID:10322,BTNL2
byssinosis,DOID:10323,LTA
byssinosis,DOID:10323,TNF
silicosis,DOID:10325,FAS
silicosis,DOID:10325,FASLG
silicosis,DOID:10325,ARG1
silicosis,DOID:10325,ATM
silicosis,DOID:10325,GSTP1
silicosis,DOID:10325,HLA-DPB1
silicosis,DOID:10325,HLA-DQB1
silicosis,DOID:10325,HLA-DRB1
silicosis,DOID:10325,IL1A
silicosis,DOID:10325,IL1B
silicosis,DOID:10325,IL1RN
silicosis,DOID:10325,IL10
silicosis,DOID:10325,IL11RA
silicosis,DOID:10325,IL12B
silicosis,DOID:10325,NFKB1
silicosis,DOID:10325,NOS2
silicosis,DOID:10325,SFTPD
silicosis,DOID:10325,SLC11A1
silicosis,DOID:10325,TGFB1
silicosis,DOID:10325,TNF
silicosis,DOID:10325,TNFRSF1B
silicosis,DOID:10325,RETNLA
anthracosis,DOID:10327,CASP8
anthracosis,DOID:10327,IL1A
anthracosis,DOID:10327,IL1B
anthracosis,DOID:10327,IL1RN
anthracosis,DOID:10327,MBL2
anthracosis,DOID:10327,TNF
siderosis,DOID:10328,HFE
siderosis,DOID:10328,INS
siderosis,DOID:10328,SERPINE1
craniofacial abnormality,DOID:10334,ACTB
craniofacial abnormality,DOID:10334,ACTG1
craniofacial abnormality,DOID:10334,ADH1C
craniofacial abnormality,DOID:10334,ANXA1
craniofacial abnormality,DOID:10334,APAF1
craniofacial abnormality,DOID:10334,ATRX
craniofacial abnormality,DOID:10334,BMPR1A
craniofacial abnormality,DOID:10334,BMPR1B
craniofacial abnormality,DOID:10334,BRAF
craniofacial abnormality,DOID:10334,RUNX2
craniofacial abnormality,DOID:10334,CD44
craniofacial abnormality,DOID:10334,CECR
craniofacial abnormality,DOID:10334,COL2A1
craniofacial abnormality,DOID:10334,COL11A1
craniofacial abnormality,DOID:10334,COL11A2
craniofacial abnormality,DOID:10334,CRHR1
craniofacial abnormality,DOID:10334,HAPLN1
craniofacial abnormality,DOID:10334,CSNK1A1
craniofacial abnormality,DOID:10334,CTNNB1
craniofacial abnormality,DOID:10334,DLX1
craniofacial abnormality,DOID:10334,DLX2
craniofacial abnormality,DOID:10334,DLX5
craniofacial abnormality,DOID:10334,DLX6
craniofacial abnormality,DOID:10334,DNMT3B
craniofacial abnormality,DOID:10334,RCAN1
craniofacial abnormality,DOID:10334,SLC26A2
craniofacial abnormality,DOID:10334,ECE1
craniofacial abnormality,DOID:10334,LPAR1
craniofacial abnormality,DOID:10334,EDN1
craniofacial abnormality,DOID:10334,EDNRA
craniofacial abnormality,DOID:10334,EGFR
craniofacial abnormality,DOID:10334,ERCC6
craniofacial abnormality,DOID:10334,ETS2
craniofacial abnormality,DOID:10334,EYA1
craniofacial abnormality,DOID:10334,GPC4
craniofacial abnormality,DOID:10334,FGD1
craniofacial abnormality,DOID:10334,FGF3
craniofacial abnormality,DOID:10334,FGF8
craniofacial abnormality,DOID:10334,FGFR1
craniofacial abnormality,DOID:10334,FGFR2
craniofacial abnormality,DOID:10334,FOXI1
craniofacial abnormality,DOID:10334,FOXC2
craniofacial abnormality,DOID:10334,FMR1
craniofacial abnormality,DOID:10334,FOLR1
craniofacial abnormality,DOID:10334,GABRB3
craniofacial abnormality,DOID:10334,GLI3
craniofacial abnormality,DOID:10334,GNAQ
craniofacial abnormality,DOID:10334,GP1BB
craniofacial abnormality,DOID:10334,HMX1
craniofacial abnormality,DOID:10334,HOXA1
craniofacial abnormality,DOID:10334,HOXA3
craniofacial abnormality,DOID:10334,HOXB1
craniofacial abnormality,DOID:10334,HSPG2
craniofacial abnormality,DOID:10334,NDST1
craniofacial abnormality,DOID:10334,IRF6
craniofacial abnormality,DOID:10334,JAG2
craniofacial abnormality,DOID:10334,LETM1
craniofacial abnormality,DOID:10334,LMNA
craniofacial abnormality,DOID:10334,LRP2
craniofacial abnormality,DOID:10334,LTBP3
craniofacial abnormality,DOID:10334,SMAD2
craniofacial abnormality,DOID:10334,SMAD3
craniofacial abnormality,DOID:10334,SMAD4
craniofacial abnormality,DOID:10334,MAPT
craniofacial abnormality,DOID:10334,MECP2
craniofacial abnormality,DOID:10334,MMP2
craniofacial abnormality,DOID:10334,MMP13
craniofacial abnormality,DOID:10334,MNT
